Gene ID	Name	Organ	Cell type
AT4G15802	HSBP	Root	Elongation_Metaxylem
AT4G09890	AT4G09890	Root	Elongation_Metaxylem
AT2G18060	NAC037	Root	Elongation_Metaxylem
AT3G57210	AT3G57210	Root	Elongation_Metaxylem
AT2G24230	AT2G24230	Root	Elongation_Metaxylem
AT4G10310	HKT1	Root	Elongation_Phloem Pole Pericycle
AT5G67160	EPS1	Root	Elongation_Phloem Pole Pericycle
AT5G37660	CRRSP60	Root	Elongation_Phloem Pole Pericycle
AT2G31083	CLE5	Root	Elongation_Phloem Pole Pericycle
AT1G26450	AT1G26450	Root	Elongation_Phloem Pole Pericycle
AT5G65020	ANN2	Root	Elongation_Phloem Pole Pericycle
AT5G23760	AT5G23760	Root	Elongation_Phloem Pole Pericycle
AT1G07770	RPS15AF	Root	Elongation_Phloem Pole Pericycle
AT1G48600	NMT2	Root	Elongation_Phloem Pole Pericycle
AT1G71692	AGL12	Root	Elongation_Phloem Pole Pericycle
AT5G62820	AT5G62820	Root	Elongation_Phloem Pole Pericycle
AT2G43050	PME16	Root	Elongation_Phloem Pole Pericycle
AT1G78090	TPPB	Root	Elongation_Phloem Pole Pericycle
AT1G27130	GSTU13	Root	Elongation_Phloem Pole Pericycle
AT3G15680	AT3G15680	Root	Elongation_Phloem Pole Pericycle
AT1G18270	AT1G18270	Root	Elongation_Phloem Pole Pericycle
AT2G16385	CIF1	Root	Elongation_Phloem Pole Pericycle
AT1G35910	TPPD	Root	Elongation_Phloem Pole Pericycle
AT5G14340	AtMYB40	Root	Elongation_Phloem Pole Pericycle
AT4G15960	AT4G15960	Root	Elongation_Phloem Pole Pericycle
AT3G14570	CALS8	Root	Elongation_Phloem Pole Pericycle
AT1G68110	AT1G68110	Root	Elongation_Phloem Pole Pericycle
AT5G65030	AT5G65030	Root	Elongation_Phloem Pole Pericycle
AT5G23050	AAE17	Root	Elongation_Phloem Pole Pericycle
AT4G29100	BHLH68	Root	Elongation_Phloem Pole Pericycle
AT1G70670	PXG4	Root	Elongation_Phloem Pole Pericycle
AT1G47960	C/VIF1	Root	Elongation_Phloem Pole Pericycle
AT1G70985	AT1G70985	Root	Elongation_Phloem Pole Pericycle
AT5G23370	AT5G23370	Root	Elongation_Phloem Pole Pericycle
AT4G23410	TET5	Root	Elongation_Phloem Pole Pericycle
AT1G43650	AT1G43650	Root	Elongation_Phloem Pole Pericycle
AT5G59090	SBT4.12	Root	Elongation_Phloem Pole Pericycle
AT4G18340	AT4G18340	Root	Elongation_Phloem Pole Pericycle
AT1G23820	SPDSYN1	Root	Elongation_Phloem Pole Pericycle
AT3G59100	CALS6	Root	Elongation_Phloem Pole Pericycle
AT3G51950	AT3G51950	Root	Elongation_Phloem Pole Pericycle
AT2G34670	AT2G34670	Root	Elongation_Phloem Pole Pericycle
AT5G23380	AT5G23380	Root	Elongation_Phloem Pole Pericycle
AT3G02770	AT3G02770	Root	Elongation_Phloem Pole Pericycle
AT3G27030	AT3G27030	Root	Elongation_Phloem Pole Pericycle
AT2G44160	MTHFR2	Root	Elongation_Phloem Pole Pericycle
AT1G20530	AT1G20530	Root	Elongation_Phloem Pole Pericycle
AT3G61820	AT3G61820	Root	Elongation_Phloem Pole Pericycle
AT3G47540	AT3G47540	Root	Elongation_Phloem Pole Pericycle
AT4G26130	AT4G26130	Root	Elongation_Phloem Pole Pericycle
AT1G71960	ABCG25	Root	Elongation_Phloem Pole Pericycle
AT5G47920	AT5G47920	Root	Elongation_Phloem Pole Pericycle
AT1G73850	AT1G73850	Root	Elongation_Phloem Pole Pericycle
AT5G41670	PGD3	Root	Elongation_Phloem Pole Pericycle
AT3G14990	DJ1A	Root	Elongation_Phloem Pole Pericycle
AT4G34870	CYP18-4	Root	Elongation_Procambium
AT4G14650	AT4G14650	Root	Elongation_Procambium
AT5G17920	MS1	Root	Elongation_Procambium
AT4G17770	TPS5	Root	Elongation_Procambium
AT2G40480	AT2G40480	Root	Elongation_Procambium
AT1G25530	AT1G25530	Root	Elongation_Procambium
AT2G30520	RPT2	Root	Elongation_Procambium
AT2G46890	AT2G46890	Root	Elongation_Procambium
AT5G53250	AGP22	Root	Elongation_Procambium
AT2G30490	CYP73A5	Root	Elongation_Procambium
AT3G48970	HIPP31	Root	Elongation_Procambium
AT1G12440	SAP1	Root	Elongation_Procambium
AT4G13940	SAHH1	Root	Elongation_Procambium
AT5G21105	AT5G21105	Root	Elongation_Procambium
AT3G06370	NHX4	Root	Elongation_Procambium
AT1G52190	NPF1.2	Root	Elongation_Procambium
AT1G72150	PATL1	Root	Elongation_Procambium
AT5G25890	IAA28	Root	Elongation_Procambium
AT1G60390	PGL2	Root	Elongation_Procambium
AT3G48185	AT3G48185	Root	Elongation_Procambium
AT4G09160	PATL5	Root	Elongation_Procambium
AT5G27000	KIN14G	Root	Elongation_Procambium
AT2G45290	TKL-2	Root	Elongation_Procambium
AT2G25070	PPC4-2	Root	Elongation_Procambium
AT3G28860	ABCB19	Root	Elongation_Procambium
AT4G32780	AT4G32780	Root	Elongation_Procambium
AT3G16900	AT3G16900	Root	Elongation_Procambium
AT1G72230	AT1G72230	Root	Elongation_Procambium
AT3G55420	AT3G55420	Root	Elongation_Procambium
AT1G25320	AT1G25320	Root	Elongation_Procambium
AT3G54030	BSK6	Root	Elongation_Procambium
AT3G47620	TCP14	Root	Elongation_Procambium
AT1G77690	LAX3	Root	Elongation_Procambium
AT2G30150	AT2G30150	Root	Elongation_Procambium
AT4G32330	WDL5	Root	Elongation_Procambium
AT5G57770	AT5G57770	Root	Elongation_Procambium
AT2G40820	AT2G40820	Root	Elongation_Procambium
AT4G34860	INVB	Root	Elongation_Procambium
AT1G19968	AT1G19968	Root	Elongation_Procambium
AT5G19820	emb2734	Root	Elongation_Procambium
AT5G06560	MYOB7	Root	Elongation_Procambium
AT1G04550	IAA12	Root	Elongation_Procambium
AT5G54160	OMT1	Root	Elongation_Procambium
AT1G76460	AT1G76460	Root	Elongation_Procambium
AT4G21960	PER42	Root	Elongation_Procambium
AT1G74740	CPK30	Root	Elongation_Procambium
AT5G17910	AT5G17910	Root	Elongation_Procambium
AT1G28440	HSL1	Root	Elongation_Procambium
AT5G38450	CYP735A1	Root	Elongation_Procambium
AT3G57410	VLN3	Root	Elongation_Procambium
AT2G27030	CAM5	Root	Elongation_Protophloem
AT5G62940	DOF5.6	Root	Elongation_Protophloem
AT3G17730	anac057	Root	Elongation_Protophloem
AT1G08160	AT1G08160	Root	Elongation_Protophloem
AT2G18380	GATA20	Root	Elongation_Protophloem
AT1G11915	AT1G11915	Root	Elongation_Protophloem
AT2G37925	COPT4	Root	Elongation_Protophloem
AT5G25490	AT5G25490	Root	Elongation_Protophloem
AT1G60030	NAT7	Root	Elongation_Protophloem
AT5G67460	AT5G67460	Root	Elongation_Protophloem
AT5G48060	AT5G48060	Root	Elongation_Protophloem
AT5G24300	SS1	Root	Elongation_Protophloem
AT2G16600	CYP19-1	Root	Elongation_Protophloem
AT4G13600	AT4G13600	Root	Elongation_Protophloem
AT1G54330	ANAC020	Root	Elongation_Protophloem
AT1G19835	FPP4	Root	Elongation_Protophloem
AT2G16850	PIP2-8	Root	Elongation_Protophloem
AT5G14890	AT5G14890	Root	Elongation_Protophloem
AT1G06490	CALS7	Root	Elongation_Protophloem
AT2G44830	AT2G44830	Root	Elongation_Protophloem
AT3G01940	AT3G01940	Root	Elongation_Protophloem
AT5G65040	IRM1	Root	Elongation_Protophloem
AT2G41300	SSL1	Root	Elongation_Protophloem
AT2G45900	AT2G45900	Root	Elongation_Protophloem
AT3G05327	AT3G05327	Root	Elongation_Protophloem
AT4G29920	AT4G29920	Root	Elongation_Protophloem
AT1G05780	AT1G05780	Root	Elongation_Protophloem
AT5G11100	SYTD	Root	Elongation_Protophloem
AT5G57110	ACA8	Root	Elongation_Protophloem
AT2G27020	PAG1	Root	Elongation_Protophloem
AT3G45610	DOF3.2	Root	Elongation_Protophloem
AT3G28455	CLE25	Root	Elongation_Protophloem
AT3G49360	PGL2	Root	Elongation_Protophloem
AT2G37590	DOF2.4	Root	Elongation_Protophloem
AT5G02460	DOF5.1	Root	Elongation_Protophloem
AT3G56580	RZF1	Root	Elongation_Protophloem
AT2G35635	RUB2	Root	Elongation_Protophloem
AT4G14740	AT4G14740	Root	Elongation_Protophloem
AT5G57130	SMXL5	Root	Elongation_Protophloem
AT4G28330	AT4G28330	Root	Elongation_Protophloem
AT1G53850	PAE1	Root	Elongation_Protophloem
AT3G49390	CID10	Root	Elongation_Protophloem
AT1G16022	AT1G16022	Root	Elongation_Protophloem
AT1G69580	AT1G69580	Root	Elongation_Protophloem
AT3G50360	CML20	Root	Elongation_Protophloem
AT2G41330	AT2G41330	Root	Elongation_Protophloem
AT2G37610	SMR12	Root	Elongation_Protophloem
AT1G33475	PHYL1.2	Root	Elongation_Protophloem
AT5G23100	AT5G23100	Root	Elongation_Protophloem
AT1G16340	ATKDSA2	Root	Elongation_Protophloem
AT1G66810	AT1G66810	Root	Elongation_Protoxylem
AT3G29360	UGD2	Root	Elongation_Protoxylem
AT2G46710	ROPGAP3	Root	Elongation_Protoxylem
AT1G68200	AT1G68200	Root	Elongation_Protoxylem
AT1G01900	SBTI1.1	Root	Elongation_Protoxylem
AT1G50010	TUBA4	Root	Elongation_Protoxylem
AT5G02010	ROPGEF7	Root	Elongation_Protoxylem
AT1G08767	AT1G08767	Root	Elongation_Protoxylem
AT3G08500	MYB83	Root	Elongation_Protoxylem
AT5G15500	AT5G15500	Root	Elongation_Protoxylem
AT5G46115	AT5G46115	Root	Elongation_Protoxylem
AT5G62880	ARAC10	Root	Elongation_Protoxylem
AT5G64030	AT5G64030	Root	Elongation_Protoxylem
AT5G26330	AT5G26330	Root	Elongation_Protoxylem
AT4G07950	AT4G07950	Root	Elongation_Protoxylem
AT5G62380	NAC101	Root	Elongation_Protoxylem
AT5G35960	AT5G35960	Root	Elongation_Protoxylem
AT3G11490	ROPGAP4	Root	Elongation_Protoxylem
AT5G48740	AT5G48740	Root	Elongation_Protoxylem
AT5G35160	TMN11	Root	Elongation_Protoxylem
AT5G12250	TUBB6	Root	Elongation_Protoxylem
AT1G02640	BXL2	Root	Elongation_Protoxylem
AT5G57670	AT5G57670	Root	Elongation_Protoxylem
AT3G06035	AT3G06035	Root	Elongation_Protoxylem
AT1G75020	LPAT4	Root	Elongation_Protoxylem
AT2G21300	KIN7E	Root	Elongation_Protoxylem
AT5G60650	AT5G60650	Root	Elongation_Protoxylem
AT1G20030	AT1G20030	Root	Elongation_Protoxylem
AT3G27070	TOM20-1	Root	Elongation_Protoxylem
AT1G14440	ZHD4	Root	Elongation_Protoxylem
AT4G14200	AT4G14200	Root	Elongation_Protoxylem
AT4G39320	AT4G39320	Root	Elongation_Protoxylem
AT3G19260	LAG2	Root	Elongation_Protoxylem
AT1G75410	BLH3	Root	Elongation_Protoxylem
AT5G18410	PIR	Root	Elongation_Protoxylem
AT2G46300	AT2G46300	Root	Elongation_Protoxylem
AT2G46760	GULLO6	Root	Elongation_Protoxylem
AT5G62865	AT5G62865	Root	Elongation_Protoxylem
AT1G62981	AT1G62981	Root	Elongation_Protoxylem
AT5G45970	ARAC2	Root	Elongation_Protoxylem
AT5G59290	UXS3	Root	Elongation_Protoxylem
AT4G30020	SBT2.6	Root	Elongation_Protoxylem
AT1G75840	ARAC5	Root	Elongation_Protoxylem
AT1G79620	AT1G79620	Root	Elongation_Protoxylem
AT5G19390	ROPGAP7	Root	Elongation_Protoxylem
AT3G08490	AT3G08490	Root	Elongation_Protoxylem
AT2G35110	NAP1	Root	Elongation_Protoxylem
AT5G01360	TBL3	Root	Elongation_Protoxylem
AT2G28315	UXT1	Root	Elongation_Protoxylem
AT3G09980	AT3G09980	Root	Elongation_Protoxylem
AT5G11440	CID5	Root	Elongation_Trichoblast
AT1G53680	GSTU28	Root	Elongation_Trichoblast
AT2G45750	AT2G45750	Root	Elongation_Trichoblast
AT4G37640	ACA2	Root	Elongation_Trichoblast
AT1G07795	AT1G07795	Root	Elongation_Trichoblast
AT2G34940	VSR5	Root	Elongation_Trichoblast
AT1G52660	AT1G52660	Root	Elongation_Trichoblast
AT5G49270	COBL9	Root	Elongation_Trichoblast
AT4G09500	UGT79B7	Root	Elongation_Trichoblast
AT2G47540	AT2G47540	Root	Elongation_Trichoblast
AT3G05155	AT3G05155	Root	Elongation_Trichoblast
AT1G33090	DTX22	Root	Elongation_Trichoblast
AT5G39320	UGD4	Root	Elongation_Trichoblast
AT3G46490	AT3G46490	Root	Elongation_Trichoblast
AT3G43960	RDL3	Root	Elongation_Trichoblast
AT4G26830	AT4G26830	Root	Elongation_Trichoblast
AT5G02795	AT5G02795	Root	Elongation_Trichoblast
AT5G13500	HPAT3	Root	Elongation_Trichoblast
AT2G17720	P4H5	Root	Elongation_Trichoblast
AT5G12050	AT5G12050	Root	Elongation_Trichoblast
AT4G26770	CDS3	Root	Elongation_Trichoblast
AT3G27300	G6PD5	Root	Elongation_Trichoblast
AT5G16910	CSLD2	Root	Elongation_Trichoblast
AT1G24620	CML25	Root	Elongation_Trichoblast
AT2G35070	AT2G35070	Root	Elongation_Trichoblast
AT4G09100	ATL39	Root	Elongation_Trichoblast
AT1G08990	GUX5	Root	Elongation_Trichoblast
AT5G27150	NHX1	Root	Elongation_Trichoblast
AT1G22500	ATL15	Root	Elongation_Trichoblast
AT3G18060	AIP1-2	Root	Elongation_Trichoblast
AT1G65610	KOR2	Root	Elongation_Trichoblast
AT5G62310	IRE	Root	Elongation_Trichoblast
AT3G61560	RTNLB6	Root	Elongation_Trichoblast
AT4G02830	AT4G02830	Root	Elongation_Trichoblast
AT2G28960	AT2G28960	Root	Elongation_Trichoblast
AT3G21180	ACA9	Root	Elongation_Trichoblast
AT3G46270	AT3G46270	Root	Elongation_Trichoblast
AT4G13440	AT4G13440	Root	Elongation_Trichoblast
AT3G20410	CPK9	Root	Elongation_Trichoblast
AT4G07960	CSLC12	Root	Elongation_Trichoblast
AT3G51160	MUR1	Root	Elongation_Trichoblast
AT1G10385	EXO84A	Root	Elongation_Trichoblast
AT2G44450	BGLU15	Root	Elongation_Trichoblast
AT2G28440	AT2G28440	Root	Elongation_Trichoblast
AT1G27740	BHLH54	Root	Elongation_Trichoblast
AT5G15890	TBL21	Root	Elongation_Trichoblast
AT1G69240	MES15	Root	Elongation_Trichoblast
AT3G23190	AT3G23190	Root	Elongation_Trichoblast
AT5G13990	ATEXO70C2	Root	Elongation_Trichoblast
AT1G05320	AT1G05320	Root	Elongation_Trichoblast
AT3G26610	AT3G26610	Root	Elongation_Xylem Pole Pericycle
AT3G11630	BAS1	Root	Elongation_Xylem Pole Pericycle
AT3G45700	NPF2.4	Root	Elongation_Xylem Pole Pericycle
AT1G16350	AT1G16350	Root	Elongation_Xylem Pole Pericycle
AT5G56500	CPN60B3	Root	Elongation_Xylem Pole Pericycle
AT3G61490	AT3G61490	Root	Elongation_Xylem Pole Pericycle
AT4G20210	TPS08	Root	Elongation_Xylem Pole Pericycle
AT2G18800	XTH21	Root	Elongation_Xylem Pole Pericycle
AT1G23760	PGL1	Root	Elongation_Xylem Pole Pericycle
AT3G29680	AT3G29680	Root	Elongation_Xylem Pole Pericycle
AT5G17870	PSRP6	Root	Elongation_Xylem Pole Pericycle
AT5G16570	GLN1-4	Root	Elongation_Xylem Pole Pericycle
AT1G31670	AT1G31670	Root	Elongation_Xylem Pole Pericycle
AT4G34620	RPS16-1	Root	Elongation_Xylem Pole Pericycle
AT5G19730	PME53	Root	Elongation_Xylem Pole Pericycle
AT4G28410	AT4G28410	Root	Elongation_Xylem Pole Pericycle
AT4G35050	MSI3	Root	Elongation_Xylem Pole Pericycle
AT4G18510	CLE2	Root	Elongation_Xylem Pole Pericycle
AT3G49860	ARL8D	Root	Elongation_Xylem Pole Pericycle
AT5G44530	AT5G44530	Root	Elongation_Xylem Pole Pericycle
AT2G26040	PYL2	Root	Elongation_Xylem Pole Pericycle
AT1G30760	AT1G30760	Root	Elongation_Xylem Pole Pericycle
AT3G04790	RPI3	Root	Elongation_Xylem Pole Pericycle
AT2G37440	IP5P8	Root	Elongation_Xylem Pole Pericycle
AT5G26930	GATA23	Root	Elongation_Xylem Pole Pericycle
AT5G62630	HIPL2	Root	Elongation_Xylem Pole Pericycle
AT1G02460	AT1G02460	Root	Elongation_Xylem Pole Pericycle
AT5G57810	TET15	Root	Elongation_Xylem Pole Pericycle
AT4G23500	AT4G23500	Root	Elongation_Xylem Pole Pericycle
AT2G44300	AT2G44300	Root	Elongation_Xylem Pole Pericycle
AT2G22250	PAT	Root	Elongation_Xylem Pole Pericycle
AT4G22160	AT4G22160	Root	Elongation_Xylem Pole Pericycle
AT3G17185	TASIR-ARF	Root	Elongation_Xylem Pole Pericycle
AT5G16040	AT5G16040	Root	Elongation_Xylem Pole Pericycle
AT5G52780	AT5G52780	Root	Elongation_Xylem Pole Pericycle
AT5G66816	CEP6	Root	Elongation_Xylem Pole Pericycle
AT4G24770	CP31A	Root	Elongation_Xylem Pole Pericycle
AT2G39670	AT2G39670	Root	Elongation_Xylem Pole Pericycle
AT4G32400	BT1	Root	Elongation_Xylem Pole Pericycle
AT5G20720	CPN20	Root	Elongation_Xylem Pole Pericycle
AT3G13810	AtIDD11	Root	Elongation_Xylem Pole Pericycle
AT2G15790	CYP40	Root	Elongation_Xylem Pole Pericycle
AT1G52300	RPL37B	Root	Elongation_Xylem Pole Pericycle
AT3G62030	ROC4	Root	Elongation_Xylem Pole Pericycle
AT1G02500	SAM1	Root	Elongation_Xylem Pole Pericycle
AT3G61510	ACS1	Root	Elongation_Xylem Pole Pericycle
AT1G20816	OEP21A	Root	Elongation_Xylem Pole Pericycle
AT2G05830	AT2G05830	Root	Elongation_Xylem Pole Pericycle
AT3G47560	AT3G47560	Root	Elongation_Xylem Pole Pericycle
AT2G40970	MYBC1	Root	Elongation_Xylem Pole Pericycle
AT5G42980	TRX3	Root	Maturation_Metaphloem & Companion Cell
AT2G32150	AT2G32150	Root	Maturation_Metaphloem & Companion Cell
AT1G59730	TRX7	Root	Maturation_Metaphloem & Companion Cell
AT1G10900	PIP5K7	Root	Maturation_Metaphloem & Companion Cell
AT1G69410	ELF5A-3	Root	Maturation_Metaphloem & Companion Cell
AT1G12140	FMOGS-OX5	Root	Maturation_Metaphloem & Companion Cell
AT1G76130	AMY2	Root	Maturation_Metaphloem & Companion Cell
AT5G48960	AT5G48960	Root	Maturation_Metaphloem & Companion Cell
AT5G27690	HIPP36	Root	Maturation_Metaphloem & Companion Cell
AT5G57190	PSD2	Root	Maturation_Metaphloem & Companion Cell
AT3G04300	AT3G04300	Root	Maturation_Metaphloem & Companion Cell
AT5G14500	AT5G14500	Root	Maturation_Metaphloem & Companion Cell
AT4G27960	UBC9	Root	Maturation_Metaphloem & Companion Cell
AT2G23150	NRAMP3	Root	Maturation_Metaphloem & Companion Cell
AT1G51340	DTX42	Root	Maturation_Metaphloem & Companion Cell
AT3G08115	AT3G08115	Root	Maturation_Metaphloem & Companion Cell
AT2G36330	AT2G36330	Root	Maturation_Metaphloem & Companion Cell
AT5G64240	AMC3	Root	Maturation_Metaphloem & Companion Cell
AT5G58690	PLC5	Root	Maturation_Metaphloem & Companion Cell
AT5G53850	AT5G53850	Root	Maturation_Metaphloem & Companion Cell
AT1G12010	AT1G12010	Root	Maturation_Metaphloem & Companion Cell
AT5G49320	AT5G49320	Root	Maturation_Metaphloem & Companion Cell
AT5G65280	GCL1	Root	Maturation_Metaphloem & Companion Cell
AT2G18196	HIPP30	Root	Maturation_Metaphloem & Companion Cell
AT1G75820	CLV1	Root	Maturation_Metaphloem & Companion Cell
AT3G15300	VQ19	Root	Maturation_Metaphloem & Companion Cell
AT3G58720	AT3G58720	Root	Maturation_Metaphloem & Companion Cell
AT1G71040	LPR2	Root	Maturation_Metaphloem & Companion Cell
AT1G54575	AT1G54575	Root	Maturation_Metaphloem & Companion Cell
AT4G19450	AT4G19450	Root	Maturation_Metaphloem & Companion Cell
AT4G33660	AT4G33660	Root	Maturation_Metaphloem & Companion Cell
AT5G26620	AT5G26620	Root	Maturation_Metaphloem & Companion Cell
AT5G12140	CYS1	Root	Maturation_Metaphloem & Companion Cell
AT1G31812	ACBP6	Root	Maturation_Metaphloem & Companion Cell
AT4G22340	CDS2	Root	Maturation_Metaphloem & Companion Cell
AT1G10140	AT1G10140	Root	Maturation_Metaphloem & Companion Cell
AT4G37180	HHO5	Root	Maturation_Metaphloem & Companion Cell
AT5G54130	AT5G54130	Root	Maturation_Metaphloem & Companion Cell
AT5G20830	SUS1	Root	Maturation_Metaphloem & Companion Cell
AT5G66440	AT5G66440	Root	Maturation_Metaphloem & Companion Cell
AT5G53120	SPDS3	Root	Maturation_Metaphloem & Companion Cell
